,id,Name,Type,SubType,Rangetype,Sprite,EquipSprite,ArrowSprite,ArrowSpeed,ArrowSize,ArrowRotation,HitEffect,HitSound,HitCount,Tier,BattlePoint,Rare,RarePercent,RareCoung,RanSmeltCount,SmeltUpStat,craftrare,craftrarelist,material,attacktype,minatk,maxatk,atkspeed,castspeed,matk,def,mdef,Str,Dex,Int,Wis,AllStat,AdvanStat,Hit,Exp,Gold,Hp,Mp,Crit,CritDmg,MinAllDmg,MaxAllDmg,RanStatId,SetID,SpeMehod,SpeMehodP,SuccSpe,istwohand,smeltid,smeltcount,maxdotcount,dotdmgup,AdvanEquipID,AdvanNeedItem,AdvanNeedItemHowmany,AdvanGold,AdvanPercent,ChangeId,UpgradeNeedID,SuccType,SuccNeedId,SuccNeedCount
투신의 목걸이 ★,E10010,EquipName/10010,Necklace,,,Item/Necklace/Necklace5,,0,0,0,0,,,0,11,4400,6,0;0;0;0;80;8;2,3,7;10,0,0,6,jewelry,-1,0,0,0.15,0,0,0,0,800,800,800,800,2000,,0,0,0,0.18,0,0,0,0,0,0,1004,1009,1210,1009,FALSE,99000,5,0,0,E10016,50000,4,800000000,50,1007,50004,gold,1000,500000000
핏빛 칼날 목걸이 ★,E10011,EquipName/10011,Necklace,,,Item/Necklace/5,,0,0,0,0,,,0,11,4400,6,0;0;0;0;80;8;2,3,7;10,0,0,6,jewelry,-1,0,0,0.15,0,0,0,0,800,800,800,800,2000,,0,0,0,0.18,0,0,0,0,0,0,1004,1009,1212,1009,FALSE,99000,5,0,0,E10017,50000,4,800000000,50,1007,50004,gold,1000,500000000
제왕의 반지 ★,E10012,EquipName/10012,Ring,,,Item/Ring/Ring9,,0,0,0,0,,,0,11,4700,6,0;0;0;0;80;8;2,3,7;10,0,0,6,jewelry,-1,0,0,0,0.15,0,0,0,1100,1100,1100,1100,2200,,0,0,0,0.18,0,0,0,0,0,0,1004,1008,1207,1008,FALSE,99000,5,0,0,E10018,50000,5,1000000000,30,1008,50004,gold,1000,500000000
절대 마력의 반지 ★,E10013,EquipName/10013,Ring,,,Item/Ring/Ring10,,0,0,0,0,,,0,11,4700,6,0;0;0;0;80;8;2,3,7;10,0,0,6,jewelry,-1,0,0,0,0.15,0,0,0,1100,1100,1100,1100,2200,,0,0,0,0.18,0,0,0,0,0,0,1004,1008,1208,1008,FALSE,99000,5,0,0,E10019,50000,5,1000000000,30,1008,50004,gold,1000,500000000
핏빛 칼날 반지 ★,E10014,EquipName/10014,Ring,,,Item/Ring/5,,0,0,0,0,,,0,11,4700,6,0;0;0;0;80;8;2,3,7;10,0,0,6,jewelry,-1,0,0,0,0.15,0,0,0,1100,1100,1100,1100,2200,,0,0,0,0.18,0,0,0,0,0,0,1004,1008,1209,1008,FALSE,99000,5,0,0,E10020,50000,5,1000000000,30,1008,50004,gold,1000,500000000
봉인된 고대 드래곤의 목걸이★,E10015,EquipName/10015,Necklace,,,Item/Necklace/Necklace7,,0,0,0,0,,,0,11,4700,6,0;0;0;0;80;8;2,3,7;10,0,0,6,jewelry,-1,0,0,0.15,0,0,0,0,1100,1100,1100,1100,2200,,0,0,0,0.18,0,0,0,0,0,0,1004,1009,1211,1009,FALSE,99000,5,0,0,E10021,50000,5,1000000000,30,1009,50004,gold,1000,500000000
투신의 목걸이 ★,E10016,EquipName/10016,Necklace,,,Item/Necklace/Necklace5,,0,0,0,0,,,0,11,4700,6,0;0;0;0;80;8;2,3,7;10,0,0,6,jewelry,-1,0,0,0.15,0,0,0,0,1100,1100,1100,1100,2200,,0,0,0,0.18,0,0,0,0,0,0,1004,1009,1210,1009,FALSE,99000,5,0,0,E10022,50000,5,1000000000,30,1009,50004,gold,1000,500000000
핏빛 칼날 목걸이 ★,E10017,EquipName/10017,Necklace,,,Item/Necklace/5,,0,0,0,0,,,0,11,4700,6,0;0;0;0;80;8;2,3,7;10,0,0,6,jewelry,-1,0,0,0.15,0,0,0,0,1100,1100,1100,1100,2200,,0,0,0,0.18,0,0,0,0,0,0,1004,1009,1212,1009,FALSE,99000,5,0,0,E10023,50000,5,1000000000,30,1009,50004,gold,1000,500000000
제왕의 반지 ★,E10018,EquipName/10018,Ring,,,Item/Ring/Ring9,,0,0,0,0,,,0,11,5000,6,0;0;0;0;80;8;2,3,7;10,0,0,6,jewelry,-1,0,0,0,0.15,0,0,0,1400,1400,1400,1400,2500,,0,0,0,0.18,0,0,0,0,0,0,1004,1008,1207,1008,FALSE,99000,5,0,0,E10024,50000,6,1300000000,15,1010,50004,gold,1000,500000000
절대 마력의 반지 ★,E10019,EquipName/10019,Ring,,,Item/Ring/Ring10,,0,0,0,0,,,0,11,5000,6,0;0;0;0;80;8;2,3,7;10,0,0,6,jewelry,-1,0,0,0,0.15,0,0,0,1400,1400,1400,1400,2500,,0,0,0,0.18,0,0,0,0,0,0,1004,1008,1208,1008,FALSE,99000,5,0,0,E10025,50000,6,1300000000,15,1010,50004,gold,1000,500000000
핏빛 칼날 반지 ★,E10020,EquipName/10020,Ring,,,Item/Ring/5,,0,0,0,0,,,0,11,5000,6,0;0;0;0;80;8;2,3,7;10,0,0,6,jewelry,-1,0,0,0,0.15,0,0,0,1400,1400,1400,1400,2500,,0,0,0,0.18,0,0,0,0,0,0,1004,1008,1209,1008,FALSE,99000,5,0,0,E10026,50000,6,1300000000,15,1010,50004,gold,1000,500000000
봉인된 고대 드래곤의 목걸이★,E10021,EquipName/10021,Necklace,,,Item/Necklace/Necklace7,,0,0,0,0,,,0,11,5000,6,0;0;0;0;80;8;2,3,7;10,0,0,6,jewelry,-1,0,0,0.15,0,0,0,0,1400,1400,1400,1400,2500,,0,0,0,0.18,0,0,0,0,0,0,1004,1009,1211,1009,FALSE,99000,5,0,0,E10027,50000,6,1300000000,15,1011,50004,gold,1000,500000000
투신의 목걸이 ★,E10022,EquipName/10022,Necklace,,,Item/Necklace/Necklace5,,0,0,0,0,,,0,11,5000,6,0;0;0;0;80;8;2,3,7;10,0,0,6,jewelry,-1,0,0,0.15,0,0,0,0,1400,1400,1400,1400,2500,,0,0,0,0.18,0,0,0,0,0,0,1004,1009,1210,1009,FALSE,99000,5,0,0,E10028,50000,6,1300000000,15,1011,50004,gold,1000,500000000
핏빛 칼날 목걸이 ★,E10023,EquipName/10023,Necklace,,,Item/Necklace/5,,0,0,0,0,,,0,11,5000,6,0;0;0;0;80;8;2,3,7;10,0,0,6,jewelry,-1,0,0,0.15,0,0,0,0,1400,1400,1400,1400,2500,,0,0,0,0.18,0,0,0,0,0,0,1004,1009,1212,1009,FALSE,99000,5,0,0,E10029,50000,6,1300000000,15,1011,50004,gold,1000,500000000
제왕의 반지 ★,E10024,EquipName/10024,Ring,,,Item/Ring/Ring9,,0,0,0,0,,,0,11,5300,6,0;0;0;0;80;8;2,3,7;10,0,0,6,jewelry,-1,0,0,0,0.15,0,0,0,1900,1900,1900,1900,2900,,0,0,0,0.18,0,0,0,0,0,0,1004,1008,1207,1008,FALSE,99000,5,0,0,,,,,,1012,50004,gold,1000,500000000
절대 마력의 반지 ★,E10025,EquipName/10025,Ring,,,Item/Ring/Ring10,,0,0,0,0,,,0,11,5300,6,0;0;0;0;80;8;2,3,7;10,0,0,6,jewelry,-1,0,0,0,0.15,0,0,0,1900,1900,1900,1900,2900,,0,0,0,0.18,0,0,0,0,0,0,1004,1008,1208,1008,FALSE,99000,5,0,0,,,,,,1012,50004,gold,1000,500000000
핏빛 칼날 반지 ★,E10026,EquipName/10026,Ring,,,Item/Ring/5,,0,0,0,0,,,0,11,5300,6,0;0;0;0;80;8;2,3,7;10,0,0,6,jewelry,-1,0,0,0,0.15,0,0,0,1900,1900,1900,1900,2900,,0,0,0,0.18,0,0,0,0,0,0,1004,1008,1209,1008,FALSE,99000,5,0,0,,,,,,1012,50004,gold,1000,500000000
봉인된 고대 드래곤의 목걸이★,E10027,EquipName/10027,Necklace,,,Item/Necklace/Necklace7,,0,0,0,0,,,0,11,5300,6,0;0;0;0;80;8;2,3,7;10,0,0,6,jewelry,-1,0,0,0.15,0,0,0,0,1900,1900,1900,1900,2900,,0,0,0,0.18,0,0,0,0,0,0,1004,1009,1211,1009,FALSE,99000,5,0,0,,,,,,1013,50004,gold,1000,500000000
투신의 목걸이 ★,E10028,EquipName/10028,Necklace,,,Item/Necklace/Necklace5,,0,0,0,0,,,0,11,5300,6,0;0;0;0;80;8;2,3,7;10,0,0,6,jewelry,-1,0,0,0.15,0,0,0,0,1900,1900,1900,1900,2900,,0,0,0,0.18,0,0,0,0,0,0,1004,1009,1210,1009,FALSE,99000,5,0,0,,,,,,1013,50004,gold,1000,500000000
핏빛 칼날 목걸이 ★,E10029,EquipName/10029,Necklace,,,Item/Necklace/5,,0,0,0,0,,,0,11,5300,6,0;0;0;0;80;8;2,3,7;10,0,0,6,jewelry,-1,0,0,0.15,0,0,0,0,1900,1900,1900,1900,2900,,0,0,0,0.18,0,0,0,0,0,0,1004,1009,1212,1009,FALSE,99000,5,0,0,,,,,,1013,50004,gold,1000,500000000
,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,1000,500000000
,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,1000,500000000
,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,1000,500000000
,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,1000,500000000
,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,1000,500000000
사무라이 투구,E6020,EquipName/6020,Helmet,,,Item/Artifact/3/1237,,0,0,0,0,,,0,13,3500,5,0;0;0;80;15;7;2,3,0;4,0,0,5,bone,-1,0,0,0,0,0,0,0,350,350,350,350,750,,0,0,0,0.15,0,17,0,0,0,0,1005,1019,0,1019;1004,FALSE,99000,3,0,0,E6024,1006,8,2000000000,100,1014,,gold,1000,500000000
사무라이 갑옷,E6021,EquipName/6021,Chest,,,Item/Artifact/3/1238,,0,0,0,0,,,0,13,3500,5,0;0;0;80;15;7;2,3,0;4,0,0,5,bone,-1,0,0,0,0,0,0,0,350,350,350,350,750,,0,0,0,0.15,0,0,0.3,0,0,0,1005,1020,0,1020;1005,FALSE,99000,3,0,0,E6025,1006,8,2000000000,100,1015,,gold,1000,500000000
사무라이 장갑,E6022,EquipName/6022,Glove,,,Item/Artifact/3/1239,,0,0,0,0,,,0,13,3500,5,0;0;0;80;15;7;2,3,0;4,0,0,5,bone,-1,0,0,0,0,0,0,0,350,350,350,350,750,,0,0,0,0.15,0.15,0,0,0,0,0,1005,1021,0,1021;1006,FALSE,99000,3,0,0,E6026,1006,8,2000000000,100,1016,,gold,1000,500000000
사무라이 신발,E6023,EquipName/6023,Boot,,,Item/Artifact/3/1240,,0,0,0,0,,,0,13,3500,5,0;0;0;80;15;7;2,3,0;4,0,0,5,bone,-1,0,0,0,0,0,0,0,350,350,350,350,750,,0,0,0,0.15,0,0,0,0,0,0,1005,1022,0,1022;1007,FALSE,99000,3,0,0,E6027,1006,8,2000000000,100,1017,,gold,1000,500000000
사무라이 투구★,E6024,EquipName/6024,Helmet,,,Item/Artifact/3/1237,,0,0,0,0,,,0,13,3800,5,0;0;0;0;80;8;2,2,5;5,0,0,5,bone,-1,0,0,0,0,0,0,0,400,400,400,400,1050,,0,0,0,0.18,0,17,0,0,0,0,1005,1019,0,1019;1004,FALSE,99000,3,0,0,E20000,50000,2,1000000000,100,1018,,gold,1000,500000000
사무라이 갑옷★,E6025,EquipName/6025,Chest,,,Item/Artifact/3/1238,,0,0,0,0,,,0,13,3800,5,0;0;0;0;80;8;2,2,5;5,0,0,5,bone,-1,0,0,0,0,0,0,0,400,400,400,400,1050,,0,0,0,0.18,0,0,0.3,0,0,0,1005,1020,0,1020;1005,FALSE,99000,3,0,0,E20005,50000,2,1000000000,100,1019,,gold,1000,500000000
사무라이 장갑★,E6026,EquipName/6026,Glove,,,Item/Artifact/3/1239,,0,0,0,0,,,0,13,3800,5,0;0;0;0;80;8;2,2,5;5,0,0,5,bone,-1,0,0,0,0,0,0,0,400,400,400,400,1050,,0,0,0,0.18,0.18,0,0,0,0,0,1005,1021,0,1021;1006,FALSE,99000,3,0,0,E20010,50000,2,1000000000,100,1020,,gold,1000,500000000
사무라이 신발★,E6027,EquipName/6027,Boot,,,Item/Artifact/3/1240,,0,0,0,0,,,0,13,3800,5,0;0;0;0;80;8;2,2,5;5,0,0,5,bone,-1,0,0,0,0,0,0,0,400,400,400,400,1050,,0,0,0,0.18,0,0,0,0,0,0,1005,1022,0,1022;1007,FALSE,99000,3,0,0,E20015,50000,2,1000000000,100,1021,,gold,1000,500000000
대마법사의 투구,E6028,EquipName/6028,Helmet,,,Item/Artifact/2/1107,,0,0,0,0,,,0,13,3500,5,0;0;0;80;15;7;2,3,0;4,0,0,5,bone,-1,0,0,0,0,0,0,0,350,350,350,350,750,,0,0,0,0.15,0,17,0,0,0,0,1006,1011,0,1011;1004,FALSE,99000,3,0,0,E6032,1006,8,2000000000,100,1014,,gold,1000,500000000
대마법사의 갑옷,E6029,EquipName/6029,Chest,,,Item/Artifact/2/1108,,0,0,0,0,,,0,13,3500,5,0;0;0;80;15;7;2,3,0;4,0,0,5,bone,-1,0,0,0,0,0,0,0,350,350,350,350,750,,0,0,0,0.15,0,0,0.3,0,0,0,1006,1012,0,1012;1005,FALSE,99000,3,0,0,E6033,1006,8,2000000000,100,1015,,gold,1000,500000000
대마법사의 장갑,E6030,EquipName/6030,Glove,,,Item/Artifact/2/1109,,0,0,0,0,,,0,13,3500,5,0;0;0;80;15;7;2,3,0;4,0,0,5,bone,-1,0,0,0,0,0,0,0,350,350,350,350,750,,0,0,0,0.15,0.15,0,0,0,0,0,1006,1013,0,1013;1006,FALSE,99000,3,0,0,E6034,1006,8,2000000000,100,1016,,gold,1000,500000000
대마법사의 신발,E6031,EquipName/6031,Boot,,,Item/Artifact/2/1110,,0,0,0,0,,,0,13,3500,5,0;0;0;80;15;7;2,3,0;4,0,0,5,bone,-1,0,0,0,0,0,0,0,350,350,350,350,750,,0,0,0,0.15,0,0,0,0,0,0,1006,1014,0,1014;1007,FALSE,99000,3,0,0,E6035,1006,8,2000000000,100,1017,,gold,1000,500000000
대마법사의 투구★,E6032,EquipName/6032,Helmet,,,Item/Artifact/2/1107,,0,0,0,0,,,0,13,3800,5,0;0;0;0;80;8;2,2,5;5,0,0,5,bone,-1,0,0,0,0,0,0,0,400,400,400,400,1050,,0,0,0,0.18,0,17,0,0,0,0,1006,1011,0,1011;1004,FALSE,99000,3,0,0,E20020,50000,2,1000000000,100,1018,,gold,1000,500000000
대마법사의 갑옷★,E6033,EquipName/6033,Chest,,,Item/Artifact/2/1108,,0,0,0,0,,,0,13,3800,5,0;0;0;0;80;8;2,2,5;5,0,0,5,bone,-1,0,0,0,0,0,0,0,400,400,400,400,1050,,0,0,0,0.18,0,0,0.3,0,0,0,1006,1012,0,1012;1005,FALSE,99000,3,0,0,E20025,50000,2,1000000000,100,1019,,gold,1000,500000000
대마법사의 장갑★,E6034,EquipName/6034,Glove,,,Item/Artifact/2/1109,,0,0,0,0,,,0,13,3800,5,0;0;0;0;80;8;2,2,5;5,0,0,5,bone,-1,0,0,0,0,0,0,0,400,400,400,400,1050,,0,0,0,0.18,0.18,0,0,0,0,0,1006,1013,0,1013;1006,FALSE,99000,3,0,0,E20030,50000,2,1000000000,100,1020,,gold,1000,500000000
대마법사의 신발★,E6035,EquipName/6035,Boot,,,Item/Artifact/2/1110,,0,0,0,0,,,0,13,3800,5,0;0;0;0;80;8;2,2,5;5,0,0,5,bone,-1,0,0,0,0,0,0,0,400,400,400,400,1050,,0,0,0,0.18,0,0,0,0,0,0,1006,1014,0,1014;1007,FALSE,99000,3,0,0,E20035,50000,2,1000000000,100,1021,,gold,1000,500000000
독룡의 투구,E6036,EquipName/6036,Helmet,,,Item/Artifact/3/1201,,0,0,0,0,,,0,13,3500,5,0;0;0;80;15;7;2,3,0;4,0,0,5,bone,-1,0,0,0,0,0,0,0,350,350,350,350,750,,0,0,0,0.15,0,17,0,0,0,0,1007,1015,0,1015;1004,FALSE,99000,3,0,0,E6040,1006,8,2000000000,100,1014,,gold,1000,500000000
독룡의 갑옷,E6037,EquipName/6037,Chest,,,Item/Artifact/3/1202,,0,0,0,0,,,0,13,3500,5,0;0;0;80;15;7;2,3,0;4,0,0,5,bone,-1,0,0,0,0,0,0,0,350,350,350,350,750,,0,0,0,0.15,0,0,0.3,0,0,0,1007,1016,0,1016;1005,FALSE,99000,3,0,0,E6041,1006,8,2000000000,100,1015,,gold,1000,500000000
독룡의 장갑,E6038,EquipName/6038,Glove,,,Item/Artifact/3/1203,,0,0,0,0,,,0,13,3500,5,0;0;0;80;15;7;2,3,0;4,0,0,5,bone,-1,0,0,0,0,0,0,0,350,350,350,350,750,,0,0,0,0.15,0.15,0,0,0,0,0,1007,1017,0,1017;1006,FALSE,99000,3,0,0,E6042,1006,8,2000000000,100,1016,,gold,1000,500000000
독룡의 신발,E6039,EquipName/6039,Boot,,,Item/Artifact/3/1204,,0,0,0,0,,,0,13,3500,5,0;0;0;80;15;7;2,3,0;4,0,0,5,bone,-1,0,0,0,0,0,0,0,350,350,350,350,750,,0,0,0,0.15,0,0,0,0,0,0,1007,1018,0,1018;1007,FALSE,99000,3,0,0,E6043,1006,8,2000000000,100,1017,,gold,1000,500000000
독룡의 투구★,E6040,EquipName/6040,Helmet,,,Item/Artifact/3/1201,,0,0,0,0,,,0,13,3800,5,0;0;0;0;80;8;2,2,5;5,0,0,5,bone,-1,0,0,0,0,0,0,0,400,400,400,400,1050,,0,0,0,0.18,0,17,0,0,0,0,1007,1015,0,1015;1004,FALSE,99000,3,0,0,E20040,50000,2,1000000000,100,1018,,gold,1000,500000000
독룡의 갑옷★,E6041,EquipName/6041,Chest,,,Item/Artifact/3/1202,,0,0,0,0,,,0,13,3800,5,0;0;0;0;80;8;2,2,5;5,0,0,5,bone,-1,0,0,0,0,0,0,0,400,400,400,400,1050,,0,0,0,0.18,0,0,0.3,0,0,0,1007,1016,0,1016;1005,FALSE,99000,3,0,0,E20045,50000,2,1000000000,100,1019,,gold,1000,500000000
독룡의 장갑★,E6042,EquipName/6042,Glove,,,Item/Artifact/3/1203,,0,0,0,0,,,0,13,3800,5,0;0;0;0;80;8;2,2,5;5,0,0,5,bone,-1,0,0,0,0,0,0,0,400,400,400,400,1050,,0,0,0,0.18,0.18,0,0,0,0,0,1007,1017,0,1017;1006,FALSE,99000,3,0,0,E20050,50000,2,1000000000,100,1020,,gold,1000,500000000
독룡의 신발★,E6043,EquipName/6043,Boot,,,Item/Artifact/3/1204,,0,0,0,0,,,0,13,3800,5,0;0;0;0;80;8;2,2,5;5,0,0,5,bone,-1,0,0,0,0,0,0,0,400,400,400,400,1050,,0,0,0,0.18,0,0,0,0,0,0,1007,1018,0,1018;1007,FALSE,99000,3,0,0,E20055,50000,2,1000000000,100,1021,,gold,1000,500000000
,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,1000,500000000
사무라이 투구Ⅰ★,E20000,EquipName/E20000,Helmet,,,Item/Artifact/3/1237,,0,0,0,0,,,0,13,4100,6,0;0;0;0;80;8;2,2,5;5,0,0,6,bone,-1,0,0,0,0,0,0,0,700,700,700,700,1250,,0,0,0,0.18,0,17,0,0,0,0,1005,1019,0,1019;1004,FALSE,99000,3,0,0,E20001,50000,3,100000000,80,1022,50003,gold,1000,500000000
사무라이 투구Ⅱ★,E20001,EquipName/E20001,Helmet,,,Item/Artifact/3/1237,,0,0,0,0,,,0,13,4400,6,0;0;0;0;80;8;2,2,5;5,0,0,6,bone,-1,0,0,0,0,0,0,0,1000,1000,1000,1000,1450,,0,0,0,0.18,0,17,0,0,0,0,1005,1019,0,1019;1004,FALSE,99000,3,0,0,E20002,50000,4,300000000,50,1023,50003,gold,1000,500000000
사무라이 투구Ⅲ★,E20002,EquipName/E20002,Helmet,,,Item/Artifact/3/1237,,0,0,0,0,,,0,13,4700,6,0;0;0;0;80;8;2,2,5;5,0,0,6,bone,-1,0,0,0,0,0,0,0,1300,1300,1300,1300,1650,,0,0,0,0.18,0,17,0,0,0,0,1005,1019,0,1019;1004,FALSE,99000,3,0,0,E20003,50000,5,500000000,30,1024,50003,gold,1000,500000000
사무라이 투구Ⅳ★,E20003,EquipName/E20003,Helmet,,,Item/Artifact/3/1237,,0,0,0,0,,,0,13,5000,6,0;0;0;0;80;8;2,2,5;5,0,0,6,bone,-1,0,0,0,0,0,0,0,1600,1600,1600,1600,1850,,0,0,0,0.18,0,17,0,0,0,0,1005,1019,0,1019;1004,FALSE,99000,3,0,0,E20004,50000,6,800000000,15,1025,50003,gold,1000,500000000
사무라이 투구Ⅴ★,E20004,EquipName/E20004,Helmet,,,Item/Artifact/3/1237,,0,0,0,0,,,0,13,5300,6,0;0;0;0;80;8;2,2,5;5,0,0,6,bone,-1,0,0,0,0,0,0,0,2000,2000,2000,2000,2050,,0,0,0,0.18,0,17,0,0,0,0,1005,1019,0,1019;1004,FALSE,99000,3,0,0,E6151,27,700,1000000000,100,1026,50003,gold,1000,500000000
사무라이 갑옷Ⅰ★,E20005,EquipName/E20005,Chest,,,Item/Artifact/3/1238,,0,0,0,0,,,0,13,4100,6,0;0;0;0;80;8;2,2,5;5,0,0,6,bone,-1,0,0,0,0,0,0,0,700,700,700,700,1250,,0,0,0,0.18,0,0,0.3,0,0,0,1005,1020,0,1020;1005,FALSE,99000,3,0,0,E20006,50000,3,100000000,80,1027,50003,gold,1000,500000000
사무라이 갑옷Ⅱ★,E20006,EquipName/E20006,Chest,,,Item/Artifact/3/1238,,0,0,0,0,,,0,13,4400,6,0;0;0;0;80;8;2,2,5;5,0,0,6,bone,-1,0,0,0,0,0,0,0,1000,1000,1000,1000,1450,,0,0,0,0.18,0,0,0.3,0,0,0,1005,1020,0,1020;1005,FALSE,99000,3,0,0,E20007,50000,4,300000000,50,1028,50003,gold,1000,500000000
사무라이 갑옷Ⅲ★,E20007,EquipName/E20007,Chest,,,Item/Artifact/3/1238,,0,0,0,0,,,0,13,4700,6,0;0;0;0;80;8;2,2,5;5,0,0,6,bone,-1,0,0,0,0,0,0,0,1300,1300,1300,1300,1650,,0,0,0,0.18,0,0,0.3,0,0,0,1005,1020,0,1020;1005,FALSE,99000,3,0,0,E20008,50000,5,500000000,30,1029,50003,gold,1000,500000000
사무라이 갑옷Ⅳ★,E20008,EquipName/E20008,Chest,,,Item/Artifact/3/1238,,0,0,0,0,,,0,13,5000,6,0;0;0;0;80;8;2,2,5;5,0,0,6,bone,-1,0,0,0,0,0,0,0,1600,1600,1600,1600,1850,,0,0,0,0.18,0,0,0.3,0,0,0,1005,1020,0,1020;1005,FALSE,99000,3,0,0,E20009,50000,6,800000000,15,1030,50003,gold,1000,500000000
사무라이 갑옷Ⅴ★,E20009,EquipName/E20009,Chest,,,Item/Artifact/3/1238,,0,0,0,0,,,0,13,5300,6,0;0;0;0;80;8;2,2,5;5,0,0,6,bone,-1,0,0,0,0,0,0,0,2000,2000,2000,2000,2050,,0,0,0,0.18,0,0,0.3,0,0,0,1005,1020,0,1020;1005,FALSE,99000,3,0,0,E6152,27,700,1000000000,100,1031,50003,gold,1000,500000000
사무라이 장갑Ⅰ★,E20010,EquipName/E20010,Glove,,,Item/Artifact/3/1239,,0,0,0,0,,,0,13,4100,6,0;0;0;0;80;8;2,2,5;5,0,0,6,bone,-1,0,0,0,0,0,0,0,700,700,700,700,1250,,0,0,0,0.18,0.18,0,0,0,0,0,1005,1021,0,1021;1006,FALSE,99000,3,0,0,E20011,50000,3,100000000,80,1032,50003,gold,1000,500000000
사무라이 장갑Ⅱ★,E20011,EquipName/E20011,Glove,,,Item/Artifact/3/1239,,0,0,0,0,,,0,13,4400,6,0;0;0;0;80;8;2,2,5;5,0,0,6,bone,-1,0,0,0,0,0,0,0,1000,1000,1000,1000,1450,,0,0,0,0.18,0.18,0,0,0,0,0,1005,1021,0,1021;1006,FALSE,99000,3,0,0,E20012,50000,4,300000000,50,1033,50003,gold,1000,500000000
사무라이 장갑Ⅲ★,E20012,EquipName/E20012,Glove,,,Item/Artifact/3/1239,,0,0,0,0,,,0,13,4700,6,0;0;0;0;80;8;2,2,5;5,0,0,6,bone,-1,0,0,0,0,0,0,0,1300,1300,1300,1300,1650,,0,0,0,0.18,0.18,0,0,0,0,0,1005,1021,0,1021;1006,FALSE,99000,3,0,0,E20013,50000,5,500000000,30,1034,50003,gold,1000,500000000
사무라이 장갑Ⅳ★,E20013,EquipName/E20013,Glove,,,Item/Artifact/3/1239,,0,0,0,0,,,0,13,5000,6,0;0;0;0;80;8;2,2,5;5,0,0,6,bone,-1,0,0,0,0,0,0,0,1600,1600,1600,1600,1850,,0,0,0,0.18,0.18,0,0,0,0,0,1005,1021,0,1021;1006,FALSE,99000,3,0,0,E20014,50000,6,800000000,15,1035,50003,gold,1000,500000000
사무라이 장갑Ⅴ★,E20014,EquipName/E20014,Glove,,,Item/Artifact/3/1239,,0,0,0,0,,,0,13,5300,6,0;0;0;0;80;8;2,2,5;5,0,0,6,bone,-1,0,0,0,0,0,0,0,2000,2000,2000,2000,2050,,0,0,0,0.18,0.18,0,0,0,0,0,1005,1021,0,1021;1006,FALSE,99000,3,0,0,E6153,27,700,1000000000,100,1036,50003,gold,1000,500000000
사무라이 신발Ⅰ★,E20015,EquipName/E20015,Boot,,,Item/Artifact/3/1240,,0,0,0,0,,,0,13,4100,6,0;0;0;0;80;8;2,2,5;5,0,0,6,bone,-1,0,0,0,0,0,0,0,700,700,700,700,1250,,0,0,0,0.18,0,0,0,0,0,0,1005,1022,0,1022;1007,FALSE,99000,3,0,0,E20016,50000,3,100000000,80,1037,50003,gold,1000,500000000
사무라이 신발Ⅱ★,E20016,EquipName/E20016,Boot,,,Item/Artifact/3/1240,,0,0,0,0,,,0,13,4400,6,0;0;0;0;80;8;2,2,5;5,0,0,6,bone,-1,0,0,0,0,0,0,0,1000,1000,1000,1000,1450,,0,0,0,0.18,0,0,0,0,0,0,1005,1022,0,1022;1007,FALSE,99000,3,0,0,E20017,50000,4,300000000,50,1038,50003,gold,1000,500000000
사무라이 신발Ⅲ★,E20017,EquipName/E20017,Boot,,,Item/Artifact/3/1240,,0,0,0,0,,,0,13,4700,6,0;0;0;0;80;8;2,2,5;5,0,0,6,bone,-1,0,0,0,0,0,0,0,1300,1300,1300,1300,1650,,0,0,0,0.18,0,0,0,0,0,0,1005,1022,0,1022;1007,FALSE,99000,3,0,0,E20018,50000,5,500000000,30,1039,50003,gold,1000,500000000
사무라이 신발Ⅳ★,E20018,EquipName/E20018,Boot,,,Item/Artifact/3/1240,,0,0,0,0,,,0,13,5000,6,0;0;0;0;80;8;2,2,5;5,0,0,6,bone,-1,0,0,0,0,0,0,0,1600,1600,1600,1600,1850,,0,0,0,0.18,0,0,0,0,0,0,1005,1022,0,1022;1007,FALSE,99000,3,0,0,E20019,50000,6,800000000,15,1040,50003,gold,1000,500000000
