description,Tier,id,num,itemid,itemnames,minhowmany,maxhowmany,rate,isshow,Ispercent,,,,,,,
장피 파편,지옥,1173,1456,18,,1,3,30000,TRUE,FALSE,,,,,,,
악몽의파편,지옥,1173,1457,524,,1,1,3000,TRUE,FALSE,,,,,,,
악몽의파편주머니ㅏ,지옥,1174,1458,1000,,480000,510000,1000000,TRUE,FALSE,,,,,,,
아이언헤븐,지옥,1174,1459,1002,,34800,34800,1000000,TRUE,FALSE,,,,,,,
경험치,지옥,1174,1460,15,,79,166,400000,TRUE,FALSE,,,,,,,
결정,지옥,1174,1461,1700,,60,60,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥,1174,1462,18,,2,3,20000,TRUE,FALSE,,,,,,,
악몽의파편,지옥,1175,1463,1000,,490000,520000,1000000,TRUE,FALSE,,,,,,,
보스,지옥,1175,1464,1002,,35100,35100,1000000,TRUE,FALSE,,,,,,,
경험치,지옥,1175,1465,15,,79,166,400000,TRUE,FALSE,,,,,,,
결정,지옥,1175,1466,1700,,60,60,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥,1175,1467,18,,2,3,30000,TRUE,FALSE,,,,,,,
악몽의파편,지옥,1175,1468,524,,1,1,3000,TRUE,FALSE,,,,,,,
악몽의파편주머니ㅏ,지옥,1176,1469,1000,,500000,530000,1000000,TRUE,FALSE,,,,,,,
모험가의 서,지옥,1176,1470,1002,,35400,35400,1000000,TRUE,FALSE,,,,,,,
경험치,지옥,1176,1471,15,,80,168,400000,TRUE,FALSE,,,,,,,
결정,지옥,1176,1472,1700,,60,60,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥,1176,1473,18,,2,3,20000,TRUE,FALSE,,,,,,,
악몽의파편,지옥,1177,1474,1000,,510000,540000,1000000,TRUE,FALSE,,,,,,,
보스,지옥,1177,1475,1002,,35700,35700,1000000,TRUE,FALSE,,,,,,,
경험치,지옥,1177,1476,15,,80,168,400000,TRUE,FALSE,,,,,,,
결정,지옥,1177,1477,1700,,60,60,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥,1177,1478,18,,2,3,30000,TRUE,FALSE,,,,,,,
악몽의파편,지옥,1177,1479,524,,1,1,3000,TRUE,FALSE,,,,,,,
악몽의파편주머니ㅏ,지옥,1178,1480,1000,,520000,550000,1000000,TRUE,FALSE,,,,,,,
마티노 초원,지옥,1178,1481,1002,,36000,36000,1000000,TRUE,FALSE,,,,,,,
경험치,지옥,1178,1482,15,,81,170,400000,TRUE,FALSE,,,,,,,
결정,지옥,1178,1483,1700,,60,60,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥,1178,1484,18,,2,3,20000,TRUE,FALSE,,,,,,,
악몽의파편,지옥,1179,1485,1000,,530000,560000,1000000,TRUE,FALSE,,,,,,,
보스,지옥,1179,1486,1002,,36300,36300,1000000,TRUE,FALSE,,,,,,,
경험치,지옥,1179,1487,15,,81,170,400000,TRUE,FALSE,,,,,,,
결정,지옥,1179,1488,1700,,60,60,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥,1179,1489,18,,2,3,30000,TRUE,FALSE,,,,,,,
악몽의파편,지옥,1179,1490,524,,1,1,3000,TRUE,FALSE,,,,,,,
악몽의파편주머니ㅏ,지옥,1180,1491,1000,,540000,570000,1000000,TRUE,FALSE,,,,,,,
마티노 앞 바다,지옥,1180,1492,1002,,36600,36600,1000000,TRUE,FALSE,,,,,,,
경험치,지옥,1180,1493,15,,82,172,400000,TRUE,FALSE,,,,,,,
결정,지옥,1180,1494,1700,,60,60,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥,1180,1495,18,,2,3,20000,TRUE,FALSE,,,,,,,
악몽의파편,지옥,1181,1496,1000,,550000,580000,1000000,TRUE,FALSE,,,,,,,
보스,지옥,1181,1497,1002,,36900,36900,1000000,TRUE,FALSE,,,,,,,
경험치,지옥,1181,1498,15,,82,172,400000,TRUE,FALSE,,,,,,,
결정,지옥,1181,1499,1700,,60,60,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥,1181,1500,18,,2,3,30000,TRUE,FALSE,,,,,,,
악몽의파편,지옥,1181,1501,524,,1,1,3000,TRUE,FALSE,,,,,,,
악몽의파편주머니ㅏ,지옥,1182,1502,1000,,560000,590000,1000000,TRUE,FALSE,,,,,,,
진'나가 랜드,지옥,1182,1503,1002,,37200,37200,1000000,TRUE,FALSE,,,,,,,
경험치,지옥,1182,1504,15,,83,174,400000,TRUE,FALSE,,,,,,,
결정,지옥,1182,1505,1700,,60,60,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥,1182,1506,18,,2,3,20000,TRUE,FALSE,,,,,,,
악몽의파편,지옥,1183,1507,1000,,570000,600000,1000000,TRUE,FALSE,,,,,,,
보스,지옥,1183,1508,1002,,37500,37500,1000000,TRUE,FALSE,,,,,,,
경험치,지옥,1183,1509,15,,83,174,400000,TRUE,FALSE,,,,,,,
결정,지옥,1183,1510,1700,,60,60,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥,1183,1511,18,,2,3,30000,TRUE,FALSE,,,,,,,
악몽의파편,지옥,1183,1512,524,,1,1,3000,TRUE,FALSE,,,,,,,
악몽의파편주머니ㅏ,지옥,1184,1513,1000,,580000,610000,1000000,TRUE,FALSE,,,,,,,
진'코볼트 주둔지,지옥,1184,1514,1002,,37800,37800,1000000,TRUE,FALSE,,,,,,,
경험치,지옥,1184,1515,15,,84,176,400000,TRUE,FALSE,,,,,,,
결정,지옥,1184,1516,1700,,60,60,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥,1184,1517,18,,2,3,20000,TRUE,FALSE,,,,,,,
악몽의파편,지옥,1185,1518,1000,,590000,620000,1000000,TRUE,FALSE,,,,,,,
보스,지옥,1185,1519,1002,,38100,38100,1000000,TRUE,FALSE,,,,,,,
경험치,지옥,1185,1520,15,,84,176,400000,TRUE,FALSE,,,,,,,
결정,지옥,1185,1521,1700,,60,60,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥,1185,1522,18,,2,3,30000,TRUE,FALSE,,,,,,,
악몽의파편,지옥,1185,1523,524,,1,1,3000,TRUE,FALSE,,,,,,,
악몽의파편주머니ㅏ,지옥,1186,1524,1000,,600000,630000,1000000,TRUE,FALSE,,,,,,,
진'음산한 마을,지옥,1186,1525,1002,,38880,38880,1000000,TRUE,FALSE,,,,,,,
경험치,지옥,1186,1526,15,,85,178,400000,TRUE,FALSE,,,,,,,
결정,지옥,1186,1527,1700,,60,60,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥,1186,1528,18,,2,3,20000,TRUE,FALSE,,,,,,,
악몽의파편,지옥,1187,1529,1000,,610000,640000,1000000,TRUE,FALSE,,,,,,,
보스,지옥,1187,1530,1002,,39240,39240,1000000,TRUE,FALSE,,,,,,,
경험치,지옥,1187,1531,15,,85,178,400000,TRUE,FALSE,,,,,,,
결정,지옥,1187,1532,1700,,60,60,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥,1187,1533,18,,2,3,30000,TRUE,FALSE,,,,,,,
악몽의파편,지옥,1187,1534,524,,1,1,3000,TRUE,FALSE,,,,,,,
악몽의파편주머니ㅏ,지옥,1188,1535,1000,,620000,650000,1000000,TRUE,FALSE,,,,,,,
진'아인 약탈지,지옥,1188,1536,1002,,39600,39600,1000000,TRUE,FALSE,,,,,,,
경험치,지옥,1188,1537,15,,86,180,400000,TRUE,FALSE,,,,,,,
결정,지옥,1188,1538,1700,,60,60,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥,1188,1539,18,,2,3,20000,TRUE,FALSE,,,,,,,
악몽의파편,지옥,1189,1540,1000,,630000,660000,1000000,TRUE,FALSE,,,,,,,
보스,지옥,1189,1541,1002,,39960,39960,1000000,TRUE,FALSE,,,,,,,
경험치,지옥,1189,1542,15,,86,180,400000,TRUE,FALSE,,,,,,,
결정,지옥,1189,1543,1700,,60,60,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥,1189,1544,18,,2,3,30000,TRUE,FALSE,,,,,,,
악몽의파편,지옥,1189,1545,524,,1,1,3000,TRUE,FALSE,,,,,,,
악몽의파편주머니ㅏ,지옥,1190,1546,1000,,640000,670000,1000000,TRUE,FALSE,,,,,,,
진'카지노,지옥,1190,1547,1002,,40320,40320,1000000,TRUE,FALSE,,,,,,,
경험치,지옥,1190,1548,15,,87,182,400000,TRUE,FALSE,,,,,,,
결정,지옥,1190,1549,1700,,60,60,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥,1190,1550,18,,2,3,20000,TRUE,FALSE,,,,,,,
악몽의파편,지옥,1191,1551,1000,,650000,680000,1000000,TRUE,FALSE,,,,,,,
보스,지옥,1191,1552,1002,,40680,40680,1000000,TRUE,FALSE,,,,,,,
경험치,지옥,1191,1553,15,,87,182,400000,TRUE,FALSE,,,,,,,
결정,지옥,1191,1554,1700,,60,60,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥,1191,1555,18,,2,3,30000,TRUE,FALSE,,,,,,,
악몽의파편,지옥,1191,1556,524,,1,1,3000,TRUE,FALSE,,,,,,,
악몽의파편주머니ㅏ,지옥,1192,1557,1000,,660000,690000,1000000,TRUE,FALSE,,,,,,,
진'버려진 숲,지옥,1192,1558,1002,,41040,41040,1000000,TRUE,FALSE,,,,,,,
경험치,지옥,1192,1559,15,,88,184,400000,TRUE,FALSE,,,,,,,
결정,지옥,1192,1560,1700,,60,60,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥,1192,1561,18,,3,4,20000,TRUE,FALSE,,,,,,,
악몽의파편,지옥,1193,1562,1000,,670000,700000,1000000,TRUE,FALSE,,,,,,,
보스,지옥,1193,1563,1002,,41400,41400,1000000,TRUE,FALSE,,,,,,,
경험치,지옥,1193,1564,15,,88,184,400000,TRUE,FALSE,,,,,,,
결정,지옥,1193,1565,1700,,60,60,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥,1193,1566,18,,3,4,30000,TRUE,FALSE,,,,,,,
악몽의파편,지옥,1193,1567,524,,1,1,3000,TRUE,FALSE,,,,,,,
악몽의파편주머니ㅏ,지옥,1194,1568,1000,,680000,710000,1000000,TRUE,FALSE,,,,,,,
고블린 숲 입구,지옥,1194,1569,1002,,41760,41760,1000000,TRUE,FALSE,,,,,,,
경험치,지옥,1194,1570,15,,89,186,400000,TRUE,FALSE,,,,,,,
결정,지옥,1194,1571,1700,,60,60,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥,1194,1572,18,,3,4,20000,TRUE,FALSE,,,,,,,
악몽의파편,지옥,1195,1573,1000,,690000,720000,1000000,TRUE,FALSE,,,,,,,
보스,지옥,1195,1574,1002,,42120,42120,1000000,TRUE,FALSE,,,,,,,
경험치,지옥,1195,1575,15,,89,186,400000,TRUE,FALSE,,,,,,,
결정,지옥,1195,1576,1700,,60,60,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥,1195,1577,18,,3,4,30000,TRUE,FALSE,,,,,,,
악몽의파편,지옥,1195,1578,524,,1,1,3000,TRUE,FALSE,,,,,,,
악몽의파편주머니ㅏ,지옥,1196,1579,1000,,700000,730000,1000000,TRUE,FALSE,,,,,,,
고블린 숲,지옥,1196,1580,1002,,42480,42480,1000000,TRUE,FALSE,,,,,,,
경험치,지옥,1196,1581,15,,90,188,400000,TRUE,FALSE,,,,,,,
결정,지옥,1196,1582,1700,,60,60,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥,1196,1583,18,,3,4,20000,TRUE,FALSE,,,,,,,
악몽의파편,지옥,1197,1584,1000,,710000,740000,1000000,TRUE,FALSE,,,,,,,
보스,지옥,1197,1585,1002,,42840,42840,1000000,TRUE,FALSE,,,,,,,
경험치,지옥,1197,1586,15,,90,188,400000,TRUE,FALSE,,,,,,,
결정,지옥,1197,1587,1700,,60,60,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥,1197,1588,18,,3,4,30000,TRUE,FALSE,,,,,,,
악몽의파편,지옥,1197,1589,524,,1,1,3000,TRUE,FALSE,,,,,,,
악몽의파편주머니ㅏ,지옥,1198,1590,1000,,720000,750000,1000000,TRUE,FALSE,,,,,,,
바닷가,지옥,1198,1591,1002,,43200,43200,1000000,TRUE,FALSE,,,,,,,
경험치,지옥,1198,1592,15,,91,190,400000,TRUE,FALSE,,,,,,,
결정,지옥,1198,1593,1700,,60,60,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥,1198,1594,18,,3,4,20000,TRUE,FALSE,,,,,,,
악몽의파편,지옥,1199,1595,1000,,730000,760000,1000000,TRUE,FALSE,,,,,,,
보스,지옥,1199,1596,1002,,43560,43560,1000000,TRUE,FALSE,,,,,,,
경험치,지옥,1199,1597,15,,91,190,400000,TRUE,FALSE,,,,,,,
결정,지옥,1199,1598,1700,,60,60,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥,1199,1599,18,,3,4,30000,TRUE,FALSE,,,,,,,
악몽의파편,지옥,1199,1600,524,,1,1,3000,TRUE,FALSE,,,,,,,
악몽의파편주머니ㅏ,지옥,1200,1601,1000,,740000,770000,1000000,TRUE,FALSE,,,,,,,
음산한 묘지,지옥,1200,1602,1002,,43920,43920,1000000,TRUE,FALSE,,,,,,,
경험치,지옥,1200,1603,15,,92,192,400000,TRUE,FALSE,,,,,,,
결정,지옥,1200,1604,1700,,60,60,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥,1200,1605,18,,3,4,20000,TRUE,FALSE,,,,,,,
악몽의파편,지옥,1201,1606,1000,,750000,780000,1000000,TRUE,FALSE,,,,,,,
보스,지옥,1201,1607,1002,,44280,44280,1000000,TRUE,FALSE,,,,,,,
경험치,지옥,1201,1608,15,,92,192,400000,TRUE,FALSE,,,,,,,
결정,지옥,1201,1609,1700,,60,60,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥,1201,1610,18,,3,4,30000,TRUE,FALSE,,,,,,,
악몽의파편,지옥,1201,1611,524,,1,1,3000,TRUE,FALSE,,,,,,,
악몽의파편주머니ㅏ,지옥,1202,1612,1000,,760000,790000,1000000,TRUE,FALSE,,,,,,,
뒤틀린 차원,지옥,1202,1613,1002,,44640,44640,1000000,TRUE,FALSE,,,,,,,
경험치,지옥,1202,1614,15,,93,194,400000,TRUE,FALSE,,,,,,,
결정,지옥,1202,1615,1700,,60,60,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥,1202,1616,18,,3,4,20000,TRUE,FALSE,,,,,,,
악몽의파편,지옥,1203,1617,1000,,770000,800000,1000000,TRUE,FALSE,,,,,,,
보스,지옥,1203,1618,1002,,45000,45000,1000000,TRUE,FALSE,,,,,,,
경험치,지옥,1203,1619,15,,93,194,400000,TRUE,FALSE,,,,,,,
결정,지옥,1203,1620,1700,,60,60,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥,1203,1621,18,,3,4,30000,TRUE,FALSE,,,,,,,
악몽의파편,지옥,1203,1622,524,,1,1,3000,TRUE,FALSE,,,,,,,
악몽의파편주머니ㅏ,지옥,1204,1623,1000,,780000,810000,1000000,TRUE,FALSE,,,,,,,
마족 집결지,지옥,1204,1624,1002,,45360,45360,1000000,TRUE,FALSE,,,,,,,
경험치,지옥,1204,1625,15,,94,196,400000,TRUE,FALSE,,,,,,,
결정,지옥,1204,1626,1700,,60,60,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥,1204,1627,18,,3,4,20000,TRUE,FALSE,,,,,,,
악몽의파편,지옥,1205,1628,1000,,790000,820000,1000000,TRUE,FALSE,,,,,,,
보스,지옥,1205,1629,1002,,45720,45720,1000000,TRUE,FALSE,,,,,,,
경험치,지옥,1205,1630,15,,94,196,400000,TRUE,FALSE,,,,,,,
결정,지옥,1205,1631,1700,,60,60,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥,1205,1632,18,,3,4,30000,TRUE,FALSE,,,,,,,
악몽의파편,지옥,1205,1633,524,,1,1,3000,TRUE,FALSE,,,,,,,
악몽의파편주머니ㅏ,지옥2,1206,1634,1000,,900000,1000000,1000000,TRUE,FALSE,,,,,,,
마법도시,지옥2,1206,1635,1002,,45720,45720,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1206,1636,15,,95,198,400000,TRUE,FALSE,,,,,,,
결정,지옥2,1206,1637,1700,,80,100,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥2,1206,1638,18,,4,5,30000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1207,1639,1000,,1050000,1100000,1000000,TRUE,FALSE,,,,,,,
보스,지옥2,1207,1640,1002,,46780,46780,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1207,1641,15,,96,200,1000000,TRUE,FALSE,,,,,,,
결정,지옥2,1207,1642,1700,,82,103,400000,TRUE,FALSE,,,,,,,
장피 파편,지옥2,1207,1643,18,,4,5,200000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1207,1644,524,,1,1,30000,TRUE,FALSE,,,,,,,
악몽의파편주머니ㅏ,지옥2,1208,1645,1000,,1200000,1200000,1000000,TRUE,FALSE,,,,,,,
불타는 평야,지옥2,1208,1646,1002,,47840,47840,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1208,1647,15,,97,202,400000,TRUE,FALSE,,,,,,,
결정,지옥2,1208,1648,1700,,84,106,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥2,1208,1649,18,,4,5,20000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1209,1650,1000,,1350000,1300000,1000000,TRUE,FALSE,,,,,,,
보스,지옥2,1209,1651,1002,,48900,48900,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1209,1652,15,,98,204,400000,TRUE,FALSE,,,,,,,
결정,지옥2,1209,1653,1700,,86,109,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥2,1209,1654,18,,4,5,30000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1209,1655,524,,1,1,3000,TRUE,FALSE,,,,,,,
악몽의파편주머니ㅏ,지옥2,1210,1656,1000,,1500000,1400000,1000000,TRUE,FALSE,,,,,,,
아마존,지옥2,1210,1657,1002,,49960,49960,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1210,1658,15,,99,206,400000,TRUE,FALSE,,,,,,,
결정,지옥2,1210,1659,1700,,88,112,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥2,1210,1660,18,,4,5,20000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1211,1661,1000,,1650000,1500000,1000000,TRUE,FALSE,,,,,,,
보스,지옥2,1211,1662,1002,,51020,51020,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1211,1663,15,,100,208,400000,TRUE,FALSE,,,,,,,
결정,지옥2,1211,1664,1700,,90,115,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥2,1211,1665,18,,4,5,20000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1211,1666,524,,1,1,3000,TRUE,FALSE,,,,,,,
악몽의파편주머니ㅏ,지옥2,1212,1667,1000,,1800000,1600000,1000000,TRUE,FALSE,,,,,,,
나가랜드,지옥2,1212,1668,1002,,52080,52080,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1212,1669,15,,101,210,400000,TRUE,FALSE,,,,,,,
결정,지옥2,1212,1670,1700,,92,118,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥2,1212,1671,18,,4,5,20000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1213,1672,1000,,1950000,1700000,1000000,TRUE,FALSE,,,,,,,
보스,지옥2,1213,1673,1002,,53140,53140,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1213,1674,15,,102,212,400000,TRUE,FALSE,,,,,,,
결정,지옥2,1213,1675,1700,,94,121,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥2,1213,1676,18,,4,5,30000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1213,1677,524,,1,1,3000,TRUE,FALSE,,,,,,,
악몽의파편주머니ㅏ,지옥2,1214,1678,1000,,2100000,1800000,1000000,TRUE,FALSE,,,,,,,
코볼트 주둔지,지옥2,1214,1679,1002,,54200,54200,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1214,1680,15,,103,214,400000,TRUE,FALSE,,,,,,,
결정,지옥2,1214,1681,1700,,96,124,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥2,1214,1682,18,,4,5,20000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1215,1683,1000,,2250000,1900000,1000000,TRUE,FALSE,,,,,,,
보스,지옥2,1215,1684,1002,,55260,55260,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1215,1685,15,,104,216,400000,TRUE,FALSE,,,,,,,
결정,지옥2,1215,1686,1700,,98,127,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥2,1215,1687,18,,4,5,30000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1215,1688,524,,1,1,3000,TRUE,FALSE,,,,,,,
악몽의파편주머니ㅏ,지옥2,1216,1689,1000,,2400000,2000000,1000000,TRUE,FALSE,,,,,,,
음산한 마을,지옥2,1216,1690,1002,,56320,56320,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1216,1691,15,,105,218,400000,TRUE,FALSE,,,,,,,
결정,지옥2,1216,1692,1700,,100,130,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥2,1216,1693,18,,4,5,20000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1217,1694,1000,,2550000,2100000,1000000,TRUE,FALSE,,,,,,,
보스,지옥2,1217,1695,1002,,57380,57380,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1217,1696,15,,106,220,400000,TRUE,FALSE,,,,,,,
결정,지옥2,1217,1697,1700,,102,133,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥2,1217,1698,18,,4,5,30000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1217,1699,524,,1,1,3000,TRUE,FALSE,,,,,,,
악몽의파편주머니ㅏ,지옥2,1218,1700,1000,,2700000,2200000,1000000,TRUE,FALSE,,,,,,,
아인 약탈지,지옥2,1218,1701,1002,,58440,58440,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1218,1702,15,,107,222,400000,TRUE,FALSE,,,,,,,
결정,지옥2,1218,1703,1700,,104,136,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥2,1218,1704,18,,4,5,20000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1219,1705,1000,,2850000,2300000,1000000,TRUE,FALSE,,,,,,,
보스,지옥2,1219,1706,1002,,59500,59500,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1219,1707,15,,108,224,400000,TRUE,FALSE,,,,,,,
결정,지옥2,1219,1708,1700,,106,139,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥2,1219,1709,18,,4,5,30000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1219,1710,524,,1,1,3000,TRUE,FALSE,,,,,,,
악몽의파편주머니ㅏ,지옥2,1220,1711,1000,,3000000,2400000,1000000,TRUE,FALSE,,,,,,,
카지노,지옥2,1220,1712,1002,,60560,60560,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1220,1713,15,,109,226,400000,TRUE,FALSE,,,,,,,
결정,지옥2,1220,1714,1700,,108,142,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥2,1220,1715,18,,4,5,20000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1221,1716,1000,,3150000,2500000,1000000,TRUE,FALSE,,,,,,,
보스,지옥2,1221,1717,1002,,61620,61620,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1221,1718,15,,110,228,400000,TRUE,FALSE,,,,,,,
결정,지옥2,1221,1719,1700,,110,145,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥2,1221,1720,18,,4,5,30000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1221,1721,524,,1,1,3000,TRUE,FALSE,,,,,,,
악몽의파편주머니ㅏ,지옥2,1222,1722,1000,,3300000,2600000,1000000,TRUE,FALSE,,,,,,,
버려진 숲,지옥2,1222,1723,1002,,62680,62680,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1222,1724,15,,111,230,400000,TRUE,FALSE,,,,,,,
결정,지옥2,1222,1725,1700,,112,148,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥2,1222,1726,18,,4,5,20000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1223,1727,1000,,3450000,2700000,1000000,TRUE,FALSE,,,,,,,
보스,지옥2,1223,1728,1002,,63740,63740,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1223,1729,15,,112,232,400000,TRUE,FALSE,,,,,,,
결정,지옥2,1223,1730,1700,,114,151,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥2,1223,1731,18,,4,5,30000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1223,1732,524,,1,1,3000,TRUE,FALSE,,,,,,,
악몽의파편주머니ㅏ,지옥2,1224,1733,1000,,3600000,2800000,1000000,TRUE,FALSE,,,,,,,
미지의 드래고니아,지옥2,1224,1734,1002,,64800,64800,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1224,1735,15,,113,234,400000,TRUE,FALSE,,,,,,,
결정,지옥2,1224,1736,1700,,116,154,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥2,1224,1737,18,,4,5,20000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1225,1738,1000,,3750000,2900000,1000000,TRUE,FALSE,,,,,,,
보스,지옥2,1225,1739,1002,,65860,65860,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1225,1740,15,,114,236,400000,TRUE,FALSE,,,,,,,
결정,지옥2,1225,1741,1700,,118,157,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥2,1225,1742,18,,4,5,30000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1225,1743,524,,1,1,3000,TRUE,FALSE,,,,,,,
악몽의파편주머니ㅏ,지옥2,1226,1744,1000,,3900000,3000000,1000000,TRUE,FALSE,,,,,,,
미지의 공허,지옥2,1226,1745,1002,,66920,66920,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1226,1746,15,,115,238,400000,TRUE,FALSE,,,,,,,
결정,지옥2,1226,1747,1700,,120,160,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥2,1226,1748,18,,4,5,20000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1227,1749,1000,,4050000,3100000,1000000,TRUE,FALSE,,,,,,,
보스,지옥2,1227,1750,1002,,67980,67980,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1227,1751,15,,116,240,400000,TRUE,FALSE,,,,,,,
결정,지옥2,1227,1752,1700,,122,163,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥2,1227,1753,18,,4,5,30000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1227,1754,524,,1,1,3000,TRUE,FALSE,,,,,,,
악몽의파편주머니ㅏ,지옥2,1228,1755,1000,,4200000,3200000,1000000,TRUE,FALSE,,,,,,,
미지의 용의 나라,지옥2,1228,1756,1002,,69040,69040,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1228,1757,15,,117,242,400000,TRUE,FALSE,,,,,,,
결정,지옥2,1228,1758,1700,,124,166,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥2,1228,1759,18,,4,5,20000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1229,1760,1000,,4350000,3300000,1000000,TRUE,FALSE,,,,,,,
보스,지옥2,1229,1761,1002,,70100,70100,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1229,1762,15,,118,244,400000,TRUE,FALSE,,,,,,,
결정,지옥2,1229,1763,1700,,126,169,200000,TRUE,FALSE,,,,,,,
